6,0.632976,0.080251
0,0.609151,0.000000
2,0.634463,0.096963
10,0.637981,0.098372
11,0.643510,0.233222
8,0.643467,0.324136
1,0.646895,0.211567
3,0.631783,0.064146
7,0.646293,0.144050
12,0.646592,0.342256
4,0.646313,0.189106
5,0.644519,0.198435
9,0.648008,0.315004
